Hmax[T]	f[Hz]	F_R[%]	F_M_High[%]	F_B[%]	U_HB[-]	dPCB[kPa]	Tspan[K]	dT_reg[K]	Qc[W]	Qh[W]	Wpump[W]	Wvalv[W]	Wmotor[W]	COP[-]	Q_wall-Loss[W]
1.3	2	0	50	80	0.1988	53.51534153	20	21.14337122	185.1108266	255.4866006	5.064921	73.82344444	13.31732565	2.0076	622.2613079
1.3	2	0	50	80	0.3977	125.836596	20	21.00315802	314.3208379	459.6241399	23.81647377	73.82344444	22.61300992	2.6138	687.670912
1.3	2	0	50	80	0.5965	216.9646759	20	20.7992624	336.7147443	589.969847	61.5911615	73.82344444	24.22408233	2.1092	623.3460643
1.3	2	0	50	80	0.7953	326.900094	20	20.52095421	200.3953328	608.5757191	123.7262083	73.82344444	14.41693041	0.9454	491.0246596
1.3	2	0	50	80	0.9942	455.6431377	20	20.15043657	-161.1228715	461.9950587	215.5590896	73.82344444	-11.59157349	-0.58	314.8961992
1.3	2	0	50	90	0.1988	46.60756414	20	21.16179618	183.7540314	264.2969138	4.4178355	83.27488889	13.21971449	1.8209	893.6982079
1.3	2	0	50	90	0.3977	108.0743834	20	21.0255262	320.5648238	471.3439663	20.48609501	83.27488889	23.06221754	2.5277	995.4386666
1.3	2	0	50	90	0.5965	184.4010767	20	20.83567789	361.4800913	608.6827547	52.42785187	83.27488889	26.00576197	2.2354	959.0991211
1.3	2	0	50	90	0.7953	275.5880181	20	20.57420977	255.812237	637.8227774	104.4667334	83.27488889	18.40375806	1.2409	866.4758831
1.3	2	0	50	90	0.9942	381.6354291	20	20.22169425	-61.50208499	504.2874942	180.8265762	83.27488889	-4.42461043	-0.2368	741.6569696
1.3	2	0	50	100	0.1988	41.08011652	20	21.17592135	170.5749957	283.4094106	3.94398668	91.96	12.27158243	1.5768	1903.447434
1.3	2	0	50	100	0.3977	94.19589525	20	21.03054335	310.6824323	484.8185845	18.08354785	91.96	22.35125412	2.3466	1791.531374
1.3	2	0	50	100	0.5965	159.3477262	20	20.85290133	363.7106118	624.0082985	45.8812524	91.96	26.16623106	2.2176	1657.664381
1.3	2	0	50	100	0.7953	236.53609	20	20.60758484	278.7351472	660.029129	90.80051346	91.96	20.05288829	1.3743	1553.652785
1.3	2	0	50	100	0.9942	325.7613467	20	20.27242688	-8.91374965	536.5074612	156.3051322	91.96	-0.64127695	-0.036	1477.182899
1.3	2	5	45	60	0.1988	75.84387338	20	21.09018934	181.8243848	237.051044	7.21223983	55.176	13.08089099	2.4093	387.1913967
1.3	2	5	45	60	0.3977	185.4339739	20	20.93119531	284.5063232	431.2997999	35.26096306	55.176	20.4680808	2.5653	435.0256118
1.3	2	5	45	60	0.5965	328.7725832	20	20.68977635	250.4226088	545.5239232	93.76710471	55.176	18.01601502	1.4999	375.442242
1.3	2	5	45	60	0.7953	505.8607496	20	20.3687033	23.33773407	545.2649192	192.3529171	55.176	1.67897367	0.0936	243.2011348
1.3	2	5	45	60	0.9942	716.6989858	20	19.95279356	-468.2319936	380.9562319	340.6410215	55.176	-33.68575493	-1.293	60.35200486
1.3	2	5	45	70	0.1988	62.85244651	20	21.11380648	184.5458289	243.9801694	5.98451218	64.372	13.27667834	2.2066	485.8467437
1.3	2	5	45	70	0.3977	150.4651998	20	20.96963024	302.7312618	443.5540498	28.64898802	64.372	21.77922747	2.637	550.4952375
1.3	2	5	45	70	0.5965	262.8396808	20	20.75037912	300.7808646	566.0056409	75.06178111	64.372	21.63891112	1.8674	497.1276231
1.3	2	5	45	70	0.7953	399.9766169	20	20.4534873	124.9851635	574.5040543	152.2922165	64.372	8.99173838	0.5539	370.7845425
1.3	2	5	45	70	0.9942	561.8763903	20	20.06287332	-293.199911	417.0012425	267.4099253	64.372	-21.09351878	-0.9437	194.0627115
1.3	2	5	45	80	0.1988	53.51534153	20	21.13389772	185.7369158	251.1788249	5.064921	73.82344444	13.36236805	2.0134	604.6004605
1.3	2	5	45	80	0.3977	125.836596	20	20.99821383	315.2997729	454.7678137	23.81647377	73.82344444	22.6834369	2.6204	664.0067608
1.3	2	5	45	80	0.5965	216.9646759	20	20.79607662	337.994106	584.9060079	61.5911615	73.82344444	24.31612273	2.116	596.0933067
1.3	2	5	45	80	0.7953	326.900094	20	20.51869689	201.8667205	603.4905234	123.7262083	73.82344444	14.52278565	0.9519	460.5496747
1.3	2	5	45	80	0.9942	455.6431377	20	20.14872264	-159.5338224	456.9384632	215.5590896	73.82344444	-11.47725341	-0.5741	280.7243155
1.3	2	5	45	90	0.1988	46.60756414	20	21.14841734	184.0963297	258.5552026	4.4178355	83.27488889	13.24434027	1.8239	835.4480457
1.3	2	5	45	90	0.3977	108.0743834	20	21.01754607	320.8896057	464.3958373	20.48609501	83.27488889	23.08558314	2.5297	918.6293049
1.3	2	5	45	90	0.5965	184.4010767	20	20.82969778	361.6646467	600.8944739	52.42785187	83.27488889	26.01903933	2.2363	869.7061052
1.3	2	5	45	90	0.7953	275.5880181	20	20.56925411	255.7648952	629.33374	104.4667334	83.27488889	18.40035217	1.2407	764.3216662
1.3	2	5	45	90	0.9942	381.6354291	20	20.21739394	-61.80250748	495.2051392	180.8265762	83.27488889	-4.44622356	-0.238	624.8091982
1.3	2	5	45	100	0.1988	41.08011652	20	21.12677887	164.5744737	270.4757906	3.94398668	91.96	11.83989019	1.5275	1898.305332
1.3	2	5	45	100	0.3977	94.19589525	20	20.98359674	297.2296	462.1369243	18.08354785	91.96	21.38342446	2.2616	1783.002906
1.3	2	5	45	100	0.5965	159.3477262	20	20.80393354	341.0662884	590.1212468	45.8812524	91.96	24.53714305	2.1004	1650.55906
1.3	2	5	45	100	0.7953	236.53609	20	20.55628503	245.7500162	614.0377716	90.80051346	91.96	17.67985728	1.2261	1548.763616
1.3	2	5	45	100	0.9942	325.7613467	20	20.21953864	-52.50672603	478.3035073	156.3051322	91.96	-3.7774623	-0.2148	1474.225783
1.3	2	10	40	60	0.1988	75.84387338	20	21.08718765	182.1070521	235.606746	7.21223983	55.176	13.10122677	2.4124	372.6879796
1.3	2	10	40	60	0.3977	185.4339739	20	20.92966869	284.967368	429.6560087	35.26096306	55.176	20.50124949	2.5687	415.0975817
1.3	2	10	40	60	0.5965	328.7725832	20	20.68880973	251.0140719	543.808227	93.76710471	55.176	18.05856632	1.5031	352.1390694
1.3	2	10	40	60	0.7953	505.8607496	20	20.36800582	24.00998497	543.5107637	192.3529171	55.176	1.72733705	0.0963	217.1455687
1.3	2	10	40	60	0.9942	716.6989858	20	19.95223747	-467.5213351	379.167771	340.6410215	55.176	-33.63462842	-1.2908	31.69631254
1.3	2	10	40	70	0.1988	62.85244651	20	21.11013479	184.7757549	242.3303427	5.98451218	64.372	13.29321977	2.2089	465.607369
1.3	2	10	40	70	0.3977	150.4651998	20	20.96757905	303.0911785	441.6076917	28.64898802	64.372	21.80512076	2.6396	522.8101002
1.3	2	10	40	70	0.5965	262.8396808	20	20.7489513	301.2296278	563.9004533	75.06178111	64.372	21.67119624	1.8698	464.7780887
1.3	2	10	40	70	0.7953	399.9766169	20	20.45237313	125.4797352	572.2864505	152.2922165	64.372	9.02731908	0.556	334.549927
1.3	2	10	40	70	0.9942	561.8763903	20	20.06193944	-292.6902834	414.687004	267.4099253	64.372	-21.05685492	-0.942	154.0636653
1.3	2	10	40	80	0.1988	53.51534153	20	21.12645714	185.573987	248.265101	5.064921	73.82344444	13.35064655	2.0119	554.0124341
1.3	2	10	40	80	0.3977	125.836596	20	20.99313258	314.9022693	450.8395235	23.81647377	73.82344444	22.65483952	2.6178	593.3402733
1.3	2	10	40	80	0.5965	216.9646759	20	20.791951	337.3249824	580.2059325	61.5911615	73.82344444	24.26798434	2.1125	511.3732221
1.3	2	10	40	80	0.7953	326.900094	20	20.51510644	200.9126134	598.129381	123.7262083	73.82344444	14.45414485	0.9477	363.3135464
1.3	2	10	40	80	0.9942	455.6431377	20	20.14551014	-160.7417971	451.0021468	215.5590896	73.82344444	-11.56415806	-0.5786	170.9271
1.3	2	10	40	90	0.1988	46.60756414	20	21.1135647	178.8123008	249.7810289	4.4178355	83.27488889	12.8641943	1.7782	787.6401526
1.3	2	10	40	90	0.3977	108.0743834	20	20.98311791	309.2833472	448.0528609	20.48609501	83.27488889	22.25060052	2.4544	854.4516871
1.3	2	10	40	90	0.5965	184.4010767	20	20.7938322	342.6876782	576.1456801	52.42785187	83.27488889	24.6537898	2.137	792.4636347
1.3	2	10	40	90	0.7953	275.5880181	20	20.53204755	228.8913581	595.7005758	104.4667334	83.27488889	16.46700418	1.1209	672.7928964
1.3	2	10	40	90	0.9942	381.6354291	20	20.17953441	-96.44243474	452.8061949	180.8265762	83.27488889	-6.93830466	-0.375	516.3100751
1.3	2	10	40	100	0.1988	41.08011652	20	21.06683113	154.7645915	257.1766244	3.94398668	91.96	11.13414327	1.4459	1878.625696
1.3	2	10	40	100	0.3977	94.19589525	20	20.92173801	275.8812307	435.8050937	18.08354785	91.96	19.84757055	2.1239	1766.037751
1.3	2	10	40	100	0.5965	159.3477262	20	20.73773391	305.9798916	548.6673733	45.8812524	91.96	22.01294184	1.9141	1638.349356
1.3	2	10	40	100	0.7953	236.53609	20	20.48639789	195.7366742	556.3036526	90.80051346	91.96	14.08177512	0.9944	1540.93656
1.3	2	10	40	100	0.9942	325.7613467	20	20.14740951	-117.482579	404.2579516	156.3051322	91.96	-8.4519841	-0.4899	1469.648019
1.3	2	15	35	60	0.1988	75.84387338	20	21.08511952	182.2157991	234.6999105	7.21223983	55.176	13.10905029	2.4135	356.9371578
1.3	2	15	35	60	0.3977	185.4339739	20	20.92844743	285.1380207	428.5429554	35.26096306	55.176	20.51352667	2.57	393.3728985
1.3	2	15	35	60	0.5965	328.7725832	20	20.68791256	251.2193186	542.5646728	93.76710471	55.176	18.07333227	1.5042	326.4827584
1.3	2	15	35	60	0.7953	505.8607496	20	20.3672693	24.22441341	542.1601676	192.3529171	55.176	1.74276355	0.0972	188.1184614
1.3	2	15	35	60	0.9942	716.6989858	20	19.95158756	-467.3169657	377.7106325	340.6410215	55.176	-33.61992559	-1.2902	-0.62862702
1.3	2	15	35	70	0.1988	62.85244651	20	21.10541742	184.5773214	240.7176221	5.98451218	64.372	13.27894398	2.2069	436.6416494
1.3	2	15	35	70	0.3977	150.4651998	20	20.96408648	302.6782367	439.3394731	28.64898802	64.372	21.77541271	2.6367	482.1334871
1.3	2	15	35	70	0.5965	262.8396808	20	20.74597768	300.5849364	561.1202336	75.06178111	64.372	21.62481557	1.8663	415.5750441
1.3	2	15	35	70	0.7953	399.9766169	20	20.44970247	124.609642	569.0538982	152.2922165	64.372	8.96472245	0.5523	277.3780545
1.3	2	15	35	70	0.9942	561.8763903	20	20.05949364	-293.748518	411.0469795	267.4099253	64.372	-21.13298691	-0.9456	88.56539299
1.3	2	15	35	80	0.1988	53.51534153	20	21.10023783	181.4125975	241.899698	5.064921	73.82344444	13.05126601	1.9732	516.5103808
1.3	2	15	35	80	0.3977	125.836596	20	20.96673047	305.8331465	438.6448739	23.81647377	73.82344444	22.00238464	2.5562	540.8579087
1.3	2	15	35	80	0.5965	216.9646759	20	20.76441824	322.6453822	561.6213203	61.5911615	73.82344444	23.211898	2.034	446.1075436
1.3	2	15	35	80	0.7953	326.900094	20	20.48666054	180.3380817	572.8840692	123.7262083	73.82344444	12.97396271	0.8566	283.9762854
1.3	2	15	35	80	0.9942	455.6431377	20	20.11667562	-187.0473021	419.2213274	215.5590896	73.82344444	-13.45664044	-0.6779	75.07691443
1.3	2	15	35	90	0.1988	46.60756414	20	21.06008096	169.4964532	238.1629275	4.4178355	83.27488889	12.19398944	1.6969	778.208346
1.3	2	15	35	90	0.3977	108.0743834	20	20.92641898	288.9638261	423.9628863	20.48609501	83.27488889	20.78876447	2.3201	842.4040354
1.3	2	15	35	90	0.5965	184.4010767	20	20.73305717	309.5926964	537.8783242	52.42785187	83.27488889	22.27285585	1.9598	778.0008318
1.3	2	15	35	90	0.7953	275.5880181	20	20.46813707	182.1815969	542.396305	104.4667334	83.27488889	13.10658971	0.9071	654.6680394
1.3	2	15	35	90	0.9942	381.6354291	20	20.11387853	-156.6504888	384.5919802	180.8265762	83.27488889	-11.26981934	-0.6196	492.9944752
1.3	2	15	35	100	0.1988	41.08011652	20	21.00457253	144.2928281	243.6392089	3.94398668	91.96	10.380779	1.3576	1855.826569
1.3	2	15	35	100	0.3977	94.19589525	20	20.85652329	253.0175352	408.3794283	18.08354785	91.96	18.20270038	1.9729	1747.705106
1.3	2	15	35	100	0.5965	159.3477262	20	20.66788178	268.5882886	505.2617821	45.8812524	91.96	19.32289846	1.709	1625.604818
1.3	2	15	35	100	0.7953	236.53609	20	20.41290087	142.7684089	495.914993	90.80051346	91.96	10.27110855	0.7396	1532.913867
1.3	2	15	35	100	0.9942	325.7613467	20	20.0717654	-185.9787682	326.9039476	156.3051322	91.96	-13.37976749	-0.7918	1465.062873
1.3	2	20	30	60	0.1988	75.84387338	20	21.08141057	181.990272	233.5045128	7.21223983	55.176	13.09282532	2.4111	334.4997568
1.3	2	20	30	60	0.3977	185.4339739	20	20.92559767	284.6985036	426.7985439	35.26096306	55.176	20.48190673	2.5667	361.4237989
1.3	2	20	30	60	0.5965	328.7725832	20	20.68545021	250.5632343	540.389004	93.76710471	55.176	18.02613197	1.5007	287.3431079
1.3	2	20	30	60	0.7953	505.8607496	20	20.3650397	23.36992505	539.594254	192.3529171	55.176	1.68128957	0.0938	142.1429249
1.3	2	20	30	60	0.9942	716.6989858	20	19.94954059	-468.3352571	374.801904	340.6410215	55.176	-33.69318396	-1.2933	-53.77390812
1.3	2	20	30	70	0.1988	62.85244651	20	21.08307287	181.1446472	235.5858583	5.98451218	64.372	13.031989	2.1723	403.0569745
1.3	2	20	30	70	0.3977	150.4651998	20	20.94125213	295.1531436	429.3485547	28.64898802	64.372	21.2340391	2.5833	433.8645861
1.3	2	20	30	70	0.5965	262.8396808	20	20.72209294	288.4027768	545.8026146	75.06178111	64.372	20.74840121	1.8005	354.7097252
1.3	2	20	30	70	0.7953	399.9766169	20	20.42504541	107.5721622	548.2209727	152.2922165	64.372	7.73900448	0.4794	203.083001
1.3	2	20	30	70	0.9942	561.8763903	20	20.03453501	-315.4764871	384.8389674	267.4099253	64.372	-22.69615015	-1.0207	-0.99581622
1.3	2	20	30	80	0.1988	53.51534153	20	21.0519487	173.0110556	231.4631613	5.064921	73.82344444	12.44683853	1.8942	502.3160181
1.3	2	20	30	80	0.3977	125.836596	20	20.91516382	287.4006685	416.8431405	23.81647377	73.82344444	20.67630708	2.4291	521.2203398
1.3	2	20	30	80	0.5965	216.9646759	20	20.70921588	292.7046409	526.9895986	61.5911615	73.82344444	21.05788783	1.8706	421.1594416
1.3	2	20	30	80	0.7953	326.900094	20	20.42884403	138.2694075	524.8084087	123.7262083	73.82344444	9.94743939	0.6664	252.3909567
1.3	2	20	30	80	0.9942	455.6431377	20	20.05752067	-241.0061454	357.8936923	215.5590896	73.82344444	-17.33857161	-0.8859	35.18111776
1.3	2	20	30	90	0.1988	46.60756414	20	20.99979684	158.8940554	225.3717405	4.4178355	83.27488889	11.43122701	1.603	775.6881223
1.3	2	20	30	90	0.3977	108.0743834	20	20.86143308	265.650052	396.861624	20.48609501	83.27488889	19.11151453	2.162	840.117754
1.3	2	20	30	90	0.5965	184.4010767	20	20.66311696	271.6236332	494.5153245	52.42785187	83.27488889	19.54126858	1.7497	775.7532399
1.3	2	20	30	90	0.7953	275.5880181	20	20.39458866	128.6397194	481.9493744	104.4667334	83.27488889	9.25465607	0.653	651.6505016
1.3	2	20	30	90	0.9942	381.6354291	20	20.03828978	-225.6102338	307.1337106	180.8265762	83.27488889	-16.23095207	-0.9102	488.0699343
1.3	2	20	30	100	0.1988	41.08011652	20	20.94099358	133.5151025	229.892279	3.94398668	91.96	9.60540306	1.2654	1831.347214
1.3	2	20	30	100	0.3977	94.19589525	20	20.78936325	229.3473748	380.2474038	18.08354785	91.96	16.49981114	1.8124	1728.703325
1.3	2	20	30	100	0.5965	159.3477262	20	20.59598839	229.943759	460.7300088	45.8812524	91.96	16.54271647	1.4894	1612.634925
1.3	2	20	30	100	0.7953	236.53609	20	20.3373958	88.19269974	434.0133193	90.80051346	91.96	6.34479854	0.4664	1524.819689
1.3	2	20	30	100	0.9942	325.7613467	20	19.99414561	-256.4167084	247.653061	156.3051322	91.96	-18.44724521	-1.1157	1460.435316
1.3	2	25	25	60	0.1988	75.84387338	20	21.06076043	178.7125081	228.877515	7.21223983	55.176	12.85701497	2.3751	307.795966
1.3	2	25	25	60	0.3977	185.4339739	20	20.90412537	277.4776751	417.566911	35.26096306	55.176	19.96242267	2.5134	322.340955
1.3	2	25	25	60	0.5965	328.7725832	20	20.66292738	238.9158575	526.1334816	93.76710471	55.176	17.18819119	1.4381	237.1605038
1.3	2	25	25	60	0.7953	505.8607496	20	20.34182945	7.16825109	520.187191	192.3529171	55.176	0.51570152	0.0289	79.96425815
1.3	2	25	25	60	0.9942	716.6989858	20	19.92610813	-488.8873959	350.398983	340.6410215	55.176	-35.1717551	-1.3556	-129.6118602
1.3	2	25	25	70	0.1988	62.85244651	20	21.03731389	173.2933516	225.863081	5.98451218	64.372	12.4671476	2.0923	387.1790871
1.3	2	25	25	70	0.3977	150.4651998	20	20.89194196	277.7891636	408.8236685	28.64898802	64.372	19.98483192	2.4582	410.8196138
1.3	2	25	25	70	0.5965	262.8396808	20	20.66936262	260.2185077	513.1931654	75.06178111	64.372	18.72075595	1.6453	324.7160961
1.3	2	25	25	70	0.7953	399.9766169	20	20.36999785	68.10119632	503.0495715	152.2922165	64.372	4.89936664	0.3074	165.056591
1.3	2	25	25	70	0.9942	561.8763903	20	19.97839186	-365.9240938	327.3514797	267.4099253	64.372	-26.32547437	-1.198	-48.46728596
1.3	2	25	25	80	0.1988	53.51534153	20	20.99299393	162.6326189	219.0079819	5.064921	73.82344444	11.70018841	1.7953	497.3247818
1.3	2	25	25	80	0.3977	125.836596	20	20.8511941	264.4551636	390.2557856	23.81647377	73.82344444	19.02555134	2.2668	514.804464
1.3	2	25	25	80	0.5965	216.9646759	20	20.64046622	255.3957607	484.4823918	61.5911615	73.82344444	18.37379574	1.6607	412.7623998
1.3	2	25	25	80	0.7953	326.900094	20	20.35676482	85.88151784	465.6458984	123.7262083	73.82344444	6.17852646	0.4215	240.7824389
1.3	2	25	25	80	0.9942	455.6431377	20	19.98366942	-308.2376955	282.2614884	215.5590896	73.82344444	-22.17537378	-1.1536	19.16866515
1.3	2	25	25	90	0.1988	46.60756414	20	20.93580095	147.6569368	211.8751223	4.4178355	83.27488889	10.62280121	1.5019	774.3911988
1.3	2	25	25	90	0.3977	108.0743834	20	20.79186484	240.7404594	368.0308994	20.48609501	83.27488889	17.31945751	1.9883	839.827116
1.3	2	25	25	90	0.5965	184.4010767	20	20.58823149	231.0420075	448.3749266	52.42785187	83.27488889	16.62172716	1.5168	776.4073205
1.3	2	25	25	90	0.7953	275.5880181	20	20.31591939	71.51654798	417.6377984	104.4667334	83.27488889	5.14507539	0.3708	652.3834313
1.3	2	25	25	90	0.9942	381.6354291	20	19.95747745	-299.1466207	224.7541105	180.8265762	83.27488889	-21.52133962	-1.2332	488.0971063
1.3	2	25	25	100	0.1988	41.08011652	20	20.87628305	122.4872337	215.9549586	3.94398668	91.96	8.8120312	1.1697	1805.444748
1.3	2	25	25	100	0.3977	94.19589525	20	20.72056065	205.0131726	351.5046903	18.08354785	91.96	14.74914911	1.6428	1709.210777
1.3	2	25	25	100	0.5965	159.3477262	20	20.52237715	190.2943784	415.2042431	45.8812524	91.96	13.69024305	1.2558	1599.40914
1.3	2	25	25	100	0.7953	236.53609	20	20.26024101	32.33790316	370.8308636	90.80051346	91.96	2.32646785	0.1747	1516.733777
1.3	2	25	25	100	0.9942	325.7613467	20	19.91493879	-328.3922336	166.860125	156.3051322	91.96	-23.62534055	-1.4619	1455.818033
1.3	2	30	20	60	0.1988	75.84387338	20	21.01525978	170.8597	219.2774529	7.21223983	55.176	12.29206475	2.2879	294.4406765
1.3	2	30	20	60	0.3977	185.4339739	20	20.85461039	259.9786864	397.0659159	35.26096306	55.176	18.70350262	2.3821	302.3061844
1.3	2	30	20	60	0.5965	328.7725832	20	20.61000578	210.5727924	493.5359084	93.76710471	55.176	15.14912175	1.2833	210.2271433
1.3	2	30	20	60	0.7953	505.8607496	20	20.28676864	-32.3438571	475.1379372	192.3529171	55.176	-2.32689619	-0.1319	45.0401013
1.3	2	30	20	60	0.9942	716.6989858	20	19.87013378	-539.1885845	293.2172111	340.6410215	55.176	-38.79054564	-1.5102	-173.8679809
1.3	2	30	20	70	0.1988	62.85244651	20	20.97806497	162.9330725	213.4515998	5.98451218	64.372	11.72180378	1.9851	380.0677099
1.3	2	30	20	70	0.3977	150.4651998	20	20.82722923	254.731328	382.1280962	28.64898802	64.372	18.32599482	2.2877	400.5637274
1.3	2	30	20	70	0.5965	262.8396808	20	20.59992958	222.7884789	470.5343359	75.06178111	64.372	16.02794813	1.4331	310.7401101
1.3	2	30	20	70	0.7953	399.9766169	20	20.2974589	15.73331922	443.8347248	152.2922165	64.372	1.13189347	0.0722	146.2845234
1.3	2	30	20	70	0.9942	561.8763903	20	19.90430756	-432.8999744	251.8487659	267.4099253	64.372	-31.14388305	-1.4399	-73.08811863
1.3	2	30	20	80	0.1988	53.51534153	20	20.92786558	151.1320541	205.3626996	5.064921	73.82344444	10.87280965	1.6837	496.6490202
1.3	2	30	20	80	0.3977	125.836596	20	20.77987084	238.841297	360.8174433	23.81647377	73.82344444	17.18282712	2.0801	514.6423072
1.3	2	30	20	80	0.5965	216.9646759	20	20.563726	213.7387138	437.3172613	61.5911615	73.82344444	15.37688589	1.4174	412.2597214
1.3	2	30	20	80	0.7953	326.900094	20	20.27633	27.44374534	399.9680221	123.7262083	73.82344444	1.97437017	0.1375	238.8133974
1.3	2	30	20	80	0.9942	455.6431377	20	19.90124691	-383.2253384	198.2651982	215.5590896	73.82344444	-27.57016823	-1.4637	14.82109783
1.3	2	30	20	90	0.1988	46.60756414	20	20.86928472	135.9707134	197.9147867	4.4178355	83.27488889	9.78206571	1.3949	773.113761
1.3	2	30	20	90	0.3977	108.0743834	20	20.71906696	214.6883806	337.9846847	20.48609501	83.27488889	15.44520724	1.801	840.0197049
1.3	2	30	20	90	0.5965	184.4010767	20	20.50993006	188.6311816	400.3179594	52.42785187	83.27488889	13.57058861	1.2637	778.0093303
1.3	2	30	20	90	0.7953	275.5880181	20	20.23378951	11.93996209	350.7189938	104.4667334	83.27488889	0.85899008	0.0633	654.5959553
1.3	2	30	20	90	0.9942	381.6354291	20	19.87317414	-375.7754209	139.0829446	180.8265762	83.27488889	-27.03420294	-1.5851	490.296677
1.3	2	30	20	100	0.1988	41.08011652	20	20.81022239	111.208242	201.7448558	3.94398668	91.96	8.00059295	1.0703	1778.370657
1.3	2	30	20	100	0.3977	94.19589525	20	20.6501692	180.0489304	322.1610144	18.08354785	91.96	12.95316046	1.4639	1689.315061
1.3	2	30	20	100	0.5965	159.3477262	20	20.44719803	149.7020574	368.7997173	45.8812524	91.96	10.76993219	1.0073	1586.254524
1.3	2	30	20	100	0.7953	236.53609	20	20.18161731	-24.67543676	306.5303694	90.80051346	91.96	-1.77521128	-0.1363	1508.64095
1.3	2	30	20	100	0.9942	325.7613467	20	19.83430949	-401.7560251	84.69832817	156.3051322	91.96	-28.90331116	-1.8315	1451.21211
